country_code,category_list,average_funding,num_startups
USA,"Content|E-Commerce|Internet|Networking|Reviews and Recommendations|SaaS|Social Commerce|Social Media|Software",130552663,1
USA,"Biometrics|Fitness|Medical Devices",25000,1
PHL,"Crowdfunding|Crowdsourcing|E-Commerce|Game|Games|Gamification|Social Commerce",2000000,1
USA,"Musical Instruments",2000,1
USA,"Advertising|Analytics|Big Data Analytics|Media",3000000,1
FIN,"Health and Wellness",2780586,2
USA,"Email|Messaging|Twitter Applications",500000,1
USA,"Entertainment|Games|Incentives|Loyalty Programs|Media|SaaS|Social Media|Virtual Currency",1950000,1
DEU,"Customer Service|Online Travel|Services|Shopping",4200000,1
ISR,"Social Media",4000000,1
USA,"Market Research",1500000,1
AUS,Advertising|E-Commerce|Mobile,467289,1
ARG,Hospitality,37500,1
USA,"Finance|Incubators|Internet|Startups|Venture Capital",6000000,1
USA,"Audio|Events|Location Based Services|Social Media|Web Tools",280000,1
DNK,Software,297549,1
USA,"Social Media|Sports",400000,1
ARM,"Curated Web|Match-Making|Online Dating",26517500,1
ESP,"Enterprise Software|Finance",11512944.96,1
USA,"Health and Wellness|Healthcare Services|Medical",58000000,1
CHE,"Analytics|Consulting|Customer Service|Data Visualization|Location Based Services|Mobile Software Tools|Point of Sale|Proximity Internet|Retail Technology|Web CMS",368803,1
CHL,Biotechnology,40000,2
CAN,"Artificial Intelligence|Business Productivity|Collaboration|Information Services|Machine Learning|Natural Language Processing|SaaS",300000,1
CAN,"Messaging|Mobile|Photo Sharing|Real Time",450000,1
AUS,"Curated Web|Reviews and Recommendations",500000,1
USA,"SaaS|Small and Medium Businesses|Software|Taxis",10000000,1
USA,"Consumer Internet",2380000,1
JPN,"Enterprise Software",955000,1
USA,"Communications Hardware|Consumer Electronics|Internet of Things|Mobile|Public Safety",2890000,1
AUS,"Information Technology",5000000,1
USA,"Consumer Goods",1000000,1
USA,Games|Music,97000,1
KOR,Music,15400000,1
USA,Hardware|Music,500000000,1
USA,Android|Internet|iOS|Music,120000000,1
BEL,"Artists Globally|Collaboration|Event Management|Events|Music|SaaS|Software",1219318,1
RUS,"Social Media",150000,1
CAN,"E-Commerce|Fashion|Mobile|Retail|Social Media",1218770,1
USA,Beauty|Mobile|Search|Spas|Startups,70000,1
IRL,"Machine Learning|Photography|SaaS|Social Network Media",167856,1
USA,Beauty,2200000,1
GBR,Wholesale,1260228,1
USA,Beauty|Media,2000000,1
USA,"Beauty|Cosmetics|E-Commerce|Health Care",21269417,1
KOR,"Beauty|Social Media|Social Network Media",88372,1
MEX,Babies|E-Commerce,1200000,1
USA,"Social Media|Social Network Media",15000000,1
USA,"Analytics|Big Data Analytics|New Technologies|SaaS|Sales and Marketing",23000000,1
USA,"Health Care|Mobile|SaaS",300000,1
DEU,"Communities|Health and Wellness|Social Commerce",66299,1
USA,"Advertising Platforms|Comparison Shopping|E-Commerce Platforms|Performance Marketing|Search|Shopping",37200000,1
CHN,"SNS|Social Media",100000,1
CHL,"Crowdfunding|Finance Technology|Financial Services|FinTech|Personal Finance|Social Media",140000,1
USA,"Oil and Gas",250000,1
USA,Media|News|Software,1918089,1
USA,"Data Integration|SaaS|Software",3100000,1
USA,"Digital Entertainment|Digital Media|Entertainment|Technology",9578414,1
FRA,"All Students|Hospitality|Peer-to-Peer|Rental Housing|Travel",3515401,1
THA,"E-Commerce|Social Commerce",150000,1
ESP,EdTech|Education|Technology,389590,1
NLD,Apps|Mobile,50000,1
CAN,"Advertising|Incentives|Sales and Marketing|Social Media",9522,1
USA,Content|Software,358000,1
USA,"Biometrics|E-Commerce|Fraud Detection|Identity|Security",70000,1
USA,"E-Commerce|Health and Wellness|SaaS|Services",2600000,1
GBR,"Collaboration|Digital Media|Enterprises|Enterprise Software|Human Resources|Mobile|SaaS|Small and Medium Businesses|Social Business",573614,1
USA,"Consumer Electronics|Mobile|Sensors|Wireless",4000000,1
USA,Automotive|E-Commerce,78950000,1
GBR,"News|Social Media",400000,1
JPN,Communities|Retail|Services,90000000,1
GBR,"Craft Beer",165992,1
NLD,"Automotive|B2B|Field Support Services|Fleet Management|Government Innovation|Hardware + Software|Internet of Things|Parking|Taxis",320000,1
DEU,Software,500000,1
ITA,"iPad|Reviews and Recommendations|Social Television|Software|Television|Video on Demand",9500000,1
USA,Advertising|Video,3250000,1
USA,Finance|Internet|Payments,129000000,1
USA,"Creative Industries|Internet",6500000,1
USA,"Advertising|Analytics|Big Data|Machine Learning",250000,1
USA,Security|Software|Video,25518015,1
SWE,Biometrics|Security,8186733,1
GBR,"Artificial Intelligence|Data Visualization|Finance Technology",400000,1
USA,"Cooking|Curated Web|Wine And Spirits",500000,1
FIN,E-Commerce,5147,1
CHN,Biotechnology,171600000,1
CHN,Consulting,3000000,1
CHN,Messaging,86370000,1
CHN,Games|Video,12000000,1
CHN,Security,3000000,1
CHN,"Public Transportation",19713868.5,2
CHN,"Health Care|Medical",10248901,1
USA,"Advertising|Apps|Data Integration|Mobile|Mobile Advertising|Software",7550000,1
CAN,Mobile|Wireless,60900000,1
BGD,Freelancers|Internet|Marketplaces,40000,1
CHL,Design|E-Commerce|Fashion,40000,1
BRA,Retail,26499973,1
BRA,Beauty|Cosmetics|E-Commerce|Retail,45000000,1
USA,"Curated Web|Wine And Spirits",7000000,1
USA,"Machine Learning|Predictive Analytics|Software",3486023,1
FRA,"Curated Web",60000000,1
BEL,Android|Apps|Crowdfunding|Finance|FinTech|iPhone|Mobile,50000,1
IND,Fashion,375000,1
USA,"Hardware + Software|Information Technology|Services",25000000,1
USA,"Consulting|Healthcare Services|Medical|Tourism|Travel & Tourism",42000,1
ESP,"Consulting|Real Estate|Tourism",47000,1
USA,"Hardware + Software|Health Care",4500000,1
USA,"Consumer Electronics|Consumer Goods|Electronics",100000,1
USA,"Collaborative Consumption|Labor Optimization",7800000,1
KOR,"Design|Innovation Management|Mobile|Mobile Commerce",13000000,1
USA,"Advertising|Android|Incentives|iPhone|Loyalty Programs|Marketing Automation|Mobile|Small and Medium Businesses",24975000,1
USA,"Babies|Parenting|Social Media",75000,1
USA,Medical|Photography,105000,1
USA,"Business Services|Project Management|SaaS|Service Providers|Small and Medium Businesses",100000,1
USA,"Curated Web|Fashion|Photography",150000,1
GBR,"Social Media Platforms",80000,1
GBR,"Brand Marketing|Internet Marketing|Services",100,1
USA,"Private Social Networking",1700000,1
USA,"Consulting|Customer Support Tools|Tech Field Support",350000,1
CAN,"Accounting|Enterprises|Finance|Network Security|SaaS|Small and Medium Businesses|Software",10000000,1
USA,Banking,5200000,1
USA,"Android|Certification Test|Colleges|Education|iPad|iPhone|Testing",8200000,1
USA,"Charter Schools|E-Commerce|Gift Card|Mobile|Mobile Payments|Non Profit|Nonprofits",1200378,1
USA,"Health and Insurance|SaaS|Services|Software",7157090,1
USA,"Health Care|Medical|SaaS|Services|Software",9590000,1
IRL,Design|Telecommunications|Wireless,822997,1
CAN,"Information Technology|Interface Design|SaaS|Software",29264085,1
POL,"Marketing Automation|Software",1700000,1
USA,"Entrepreneur|Innovation Management|Mobile Commerce",150000,1
USA,"Career Planning|Education|Technology",20000,1
USA,"Creative|Crowdsourcing|Gamification|Innovation Management|Social Innovation",400000,1
USA,"Advertising|Brand Marketing|E-Commerce|Sporting Goods",75000000,1
USA,"Financial Services|FinTech|Small and Medium Businesses",2500000,1
USA,Apps,906250,4
USA,"Internet|Restaurants|Startups|Web CMS",1200000,1
USA,"Internet Infrastructure|Mobile|Mobile Infrastructure|Telecommunications|Wireless",63730248,1
USA,"Finance|FinTech|News|Online Education",1500000,1
NLD,"Brand Marketing|Career Management|Human Resources|Networking|Recruiting|Social Media|Social Network Media",200000,1
USA,"Business Services|Customer Service|Internet Marketing",12500000,1
USA,"Blogging Platforms|Colleges|Education|Networking|Recruiting|Sports",1200000,1
CAN,"Advertising|Data Privacy|Internet Service Providers",7500000,1
USA,"Hardware + Software|Wearables",36824722,1
USA,"Advice|Consulting|Financial Services|Health and Insurance|Health Care|Hospitals",4000000,1
ESP,"All Students|Hospitality|Travel",278088,1
IDN,"Customer Service|E-Commerce|Specialty Foods",1250000,1
GBR,"Organic Food",499367,1
IDN,E-Commerce|Fashion,5000000,1
ESP,Banking|FinTech,291841,1
USA,"Development Platforms|E-Commerce|Education|Marketplaces|Social Media",2000000,1
USA,"Beauty|Consumer Goods|Online Shopping",144,1
USA,"B2B|Creative|Enterprises|Enterprise Software|Media|Mobile|Startups|Technology",75000,1
USA,"Clean Technology|Semiconductors",300000,1
GBR,Broadcasting|iPhone|News|Services|Video,1470551,1
GBR,"Advertising|Digital Media|E-Commerce",6000,1
SWE,Design|Hardware|Mobile,215,1
IND,"Financial Services",3000000,1
USA,"E-Commerce|Fitness|Health and Wellness|Nutrition",75000,1
DEU,"Fashion|Online Shopping|Shopping",248000000,1
USA,"B2B|Network Security|Software",4225000,1
IND,E-Commerce|Fashion|Shoes,10000000,1
ESP,"Human Resources|Professional Services|Recruiting|Startups",77594.35023,1
ISR,"Medical Devices",2000000,1
USA,E-Commerce|Fashion,23204000,1
DEU,"Coworking|Education|Media|Office Space|Sales and Marketing|Social Media",125000,1
KOR,E-Commerce,59063,1
USA,"Curated Web|Reviews and Recommendations|Startups",10000,1
USA,Consulting|EdTech|Education|Technology,50000,1
USA,"Coworking|Social Media",47500000,1
USA,"Android|Big Data|Cloud Computing|Cloud Data Services|File Sharing|General Public Worldwide|iOS|Mobile Devices",55000,1
USA,"Broadcasting|Concerts|Events|Media|Music|News|Nightlife|Software|Video Streaming",100000,1
GBR,"iPhone|Mobile|Social Network Media|Software",250000,1
FRA,"Gambling|Games|Social Media",126180,1
GBR,"Curated Web|Gambling",5000000,1
USA,"Health and Wellness|Technology",5000000,1
USA,"Education|Enterprises|Enterprise Software|Training",10000000,1
USA,"Consumer Goods|Recycling|Storage",1500000,1
USA,"Health and Wellness|Health Care|Service Providers",3300000,1
USA,"Career Management|Career Planning|Startups",1700000,1
USA,"Cloud Security|Enterprise Software|Google Apps|SaaS",46850000,1
USA,"Apps|Consumers|Doctors|Health and Wellness|Health Care|Internet|Marketplaces|Mobile|SaaS|Search",13125000,1
USA,"Health and Wellness|mHealth",443000,1
USA,"All Students|Curated Web|Education|Teachers",2500000,1
USA,"Finance|Investment Management",54500000,2
USA,"Enterprise Software|Information Technology|SaaS",15000000,1
USA,E-Books|E-Commerce|Internet,4500000,1
MDA,Consulting|Gambling|Sports,14168,1
USA,"Employer Benefits Programs|Fitness|Health and Wellness|Health Care|Information Technology",550000,1
USA,"Curated Web|Networking|Social Network Media|Training|Women",200000,1
ISR,"Public Relations|Sports",750000,1
KOR,"Mobile|Photo Sharing",4000000,1
ESP,"Analytics|Business Intelligence|Data Visualization|Social Media|Social Network Media|Software",1700000,1
USA,"Analytics|Consumer Behavior|Data Integration|Hotels|Restaurants",275000,1
ESP,"3D|3D Printing|CAD|SaaS|Software|Web Development",661260,1
USA,"Location Based Services|Mobile|Social Media",300000,1
USA,"Advertising|Internet Marketing",300000,1
USA,Distribution|Retail|Software,6090000,1
USA,"Coupons|E-Commerce|Group Buying|Hospitality|Nightclubs",100000,1
PRT,"E-Commerce|Marketplaces|Sales and Marketing|Social Commerce",100000,1
USA,Recruiting,13500000,1
USA,"B2B|Health and Wellness|Health Care|Mobile Emergency&Health|Software",1159500,1
USA,"Consumers|Health and Wellness|Health Care|Specialty Foods",17000000,1
USA,"Big Data|Real Estate|SaaS|Travel",1500000,1
TUR,Fashion,98600000,1
USA,"All Students|Education",275000,1
ISR,"Analytics|Big Data|Cloud Computing|Health and Wellness|Internet of Things|Mobile|Personal Health",7100000,1
USA,Analytics|Software,9000000,1
USA,"Consumer Electronics|Mobile|Wearables|Wireless",1200000,1
USA,Design|E-Commerce|Marketplaces,2250000,1
CHE,"Clean Technology",250000,1
USA,"E-Books|Reviews and Recommendations|Social Network Media",525000,1
USA,"Consumer Goods|Non Profit|Organic",3000000,1
IND,"Curated Web|Match-Making",11750000,1
IDN,E-Commerce,22000000,1
USA,"Advertising|Business Intelligence",7000000,1
USA,"Fashion|Fitness|Health and Wellness|Women",3300000,1
PHL,Biotechnology,1694742,1
DEU,"Analytics|Biotechnology|Health Care",3572446,1
IRL,"Diagnostics|Health Care|Health Diagnostics",11988175.72,1
USA,"Ad Targeting|Advertising|Web Tools",25071584,1
USA,"3D Printing|3D Technology|Android|Games|iOS|Mobile|Mobile Games|Mobile Software Tools|Serious Games|Tablets|Video Games",4750000,1
USA,"Collaborative Consumption|E-Commerce|Fashion|File Sharing",600000,1
IND,E-Commerce|Fashion|Retail|Women,48600000,1
GBR,"Digital Media|Education",42183,1
CHN,"Biotechnology|Health Care|Medical",250000000,1
USA,"Curated Web|Social Network Media",250000,1
USA,"Small and Medium Businesses",74000,1
ESP,"Auctions|E-Commerce|Entertainment|Experience Design",1430000,1
USA,E-Commerce|Shopping,16700000,1
ESP,"Online Shopping",95954,1
USA,"Auctions|Cloud Data Services|Content|Media|News|Photography|Video",500000,1
ISR,"Application Platforms|Low Bid Auctions|Real Time",1000000,1
USA,Celebrity|Charity|E-Commerce|Lifestyle,3000000,1
USA,Auctions|Nonprofits|SaaS|Software,16579175,1
USA,"Advertising|Publishing|Social Media Marketing",26797834,1
GBR,"Local Advertising|Local Services|Marketplaces",1640000,1
USA,"Analytics|Big Data|Cloud Computing",1500000,1
GBR,"Big Data|E-Commerce|Software|Travel",2440000,1
GBR,"Big Data|Big Data Analytics|Consulting|Machine Learning|Software",6807327,1
USA,"Big Data Analytics|Enterprises",650000,1
USA,"Entertainment|Gambling|Games|Mobile|Video Games|Video Streaming",95244796,1
USA,"Advertising|Video|Video Streaming",3425000,1
USA,"Android|Augmented Reality|Coupons|Data Visualization|iPhone|Mobile|QR Codes|RIM|Web Tools",700000,1
CZE,"Apps|Finance|FinTech|Mobile|Senior Citizens",122738,1
USA,"Chat|Fashion|Music|Social Media|Social Network Media|Television|Video|Video Streaming",4715359,1
AUS,"App Marketing|Digital Entertainment|Digital Media|Online Video Advertising",1634615,1
USA,"Curated Web|Email|Messaging|Security",518000,1
GBR,"Business Services|Media|Sports",10731587.66,1
IND,"E-Commerce|Groceries|Online Shopping",85799999,1
CRI,E-Commerce|Retail,480000,1
USA,"E-Commerce|Online Shopping|Web Development",125204369,1
USA,"Advertising|Brand Marketing|Customer Service|Entrepreneur|Game Mechanics|Gamification",13065000,1
USA,"Healthcare Services|Medical Devices|Mobile Health",12350000,1
USA,"Email|Email Marketing|Services",6000000,1
USA,"Hardware + Software|Interface Design|Technology",20750000,1
USA,"Big Data|Health Diagnostics|Machine Learning|Predictive Analytics|Software",1633000,1
USA,Mobility|Technology,1000000,1
USA,"Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software",23000000,1
DEU,"FreetoPlay Gaming|Game|Games|MMO Games|Publishing",460488000,1
CAN,Android|Apps|Software,2238677,1
GBR,"Customer Service|Design|E-Commerce|Web Hosting",6500000,1
IND,Beauty,1000000,1
USA,SaaS|Sports,5000000,1
USA,Software|Transportation,10000,1
USA,"3D|Cloud Computing|Enterprise Software|Mobile|Presentations",620000,1
IND,Internet|Marketplaces|Mobile,600000,1
ESP,"Artificial Intelligence|Developer Tools|Embedded Hardware and Software|Robotics|Software|Video Games",384000,1
CZE,"Networking|Web Hosting",169020,1
USA,"Biotechnology|Health Diagnostics|Nanotechnology",120000,1
DNK,Bicycles|Distribution|Manufacturing,520833,1
DEU,Insurance|Security,83457,1
GBR,"Automotive|Bicycles|Price Comparison|Recycling|Search|Sports",151978,1
TUR,"B2B|Consulting|Design|Location Based Services|Mobile|Portals|Sales and Marketing|Software|Startups|Usability|Web Development",100000,1
CHL,"E-Commerce|Mobile|Shopping|Transaction Processing",40000,1
TUR,"Automotive|Clean Technology|Cloud Computing|Computer Vision|M2M|Renewable Energies|Robotics|Web Development",100000,1
AUS,Fashion,382106890,1
ESP,"Billing|Collaboration|CRM|Project Management|SaaS|Software|Tracking",196079,1
USA,"Financial Services|Payments",15260000,1
GBR,E-Commerce|Events|Promotional|Ticketing,2877820,1
IRL,"Accounting|Billing|Digital Media|Finance|Software",483410,1
USA,"Business Development|Enterprise Software",500000,1
USA,"Consumer Lending|Credit|Credit Cards|Crowdsourcing|FinTech|Fraud Detection|IT and Cybersecurity|Personal Finance|Security",16500000,1
NLD,Billing|SaaS|Software,18584,1
IND,Apps|Internet|Software,396497,1
USA,Credit|E-Commerce|Payments,100000000,1
SWE,"Billing|Cloud Computing|Enterprise Software|SaaS",3255000,1
USA,"Customer Support Tools|Marketplaces|Online Shopping",250000,1
USA,"Business Services|Software",54000000,1
USA,"Analytics|Health Care|Reputation|Social Media Management",21700000,1
USA,"Genetic Testing",20000,1
USA,"Cloud Computing|Finance|FinTech|Insurance|SaaS|Web Development",500000,1
USA,"Collaboration|Document Management|Project Management|Software",1250000,1
USA,"Big Data Analytics|Brand Marketing|Gamification|Image Recognition|Mobile Advertising|Mobile Analytics|Mobile Coupons|Mobile Games|Outdoor Advertising|SaaS",105000,1
USA,"Consumer Goods|Consumers|Lifestyle Products|Retail",59000,1
USA,Manufacturing|Semiconductors|Telecommunications,38805883,1
USA,"App Stores|Internet|Marketplaces|Mobile|Open Source|Software",1000000,1
BRA,"Biotechnology|New Product Development",449775,1
USA,Analytics|Biotechnology,925000,1
USA,Biotechnology|Manufacturing|Pharmaceuticals,69000001,1
USA,"Health and Wellness|Machine Learning",650000,1
USA,"3D|3D Printing",1550000,1
CHE,"Biotechnology|Health Diagnostics",321184551,1
USA,"Cyber|Cyber Security|Fraud Detection",11600000,1
USA,"Biotechnology|Enterprise Software",13714382,1
USA,"Clean Technology|Fuels|Transportation",1000000,1
USA,Biotechnology|Nutraceutical|Therapeutics,575000,1
USA,Biotechnology|Chemicals,13600000,1
ISR,"Fitness|Health and Wellness|Medical",3800000,1
CAN,"Big Data|Biotechnology|Health and Wellness|Health Care|Life Sciences|Personal Health",980000,1
USA,"Biotechnology|Health and Wellness|Mobile Health",928942,1
USA,"Emerging Markets|Energy|Outdoors|Technology",5000000,1
USA,"Clean Technology|Consumer Electronics|Product Design|Remediation",250000,1
CHL,Software,40000,1
PRT,"Biotechnology|Health Diagnostics",2106889,1
DNK,Biotechnology,4640000,1
GBR,Biotechnology|Medical|Therapeutics,116185,1
USA,"Biotechnology|Health Diagnostics|Maps",107182814,1
USA,"Health Care|Health Diagnostics",140000,1
ISR,"Bio-Pharm|Health Care|Health Care Information Technology",1300000,1
CAN,"Medical Devices",13100000,1
USA,"Big Data|Health and Wellness|Mobile Health",595000,1
AUS,"Biotechnology|Health Diagnostics",20469183,1
CHE,"Clean Energy|Clean Technology",1000000,1
ISR,"Health Care|Medical Devices",1650000,1
USA,"Biotechnology|Health Diagnostics|Life Sciences",74639282,1
USA,"Health Care|mHealth",25000,1
IRL,"Biotechnology|Health Diagnostics|Medical",4494680,1
SWE,Biotechnology,216000,1
GBR,Security|Software,50000,1
USA,"Biotechnology|Infrastructure|Life Sciences",3900000,1
USA,"Biotechnology|Health and Wellness|Medical|Therapeutics",1650000,1
GBR,"3D|Cloud Computing|Medical Devices|SaaS|Software",2015106,1
BGR,"Organic Food",106879.1683,1
IND,"Hardware|Hardware + Software|Robotics",35000,1
GBR,Biotechnology|Medical|Pharmaceuticals,133314585,1
USA,"Curated Web|Health and Wellness",1100000,1
USA,"Enterprises|Enterprise Software|Finance|Finance Technology|Financial Services|FinTech|Hedge Funds|Intellectual Asset Management|Investment Management|Stock Exchanges",2000000,1
USA,Beauty|E-Commerce|Marketplaces,71900000,1
USA,"Finance|Photography|Photo Sharing",1000000,1
USA,Outsourcing,4000000,1
USA,"Curated Web|Social Media|Twitter Applications",30000,1
USA,"Hardware + Software|Health and Wellness|Home Automation|Internet of Things|Security",1272199,1
FRA,"Business Services|Productivity Software|Small and Medium Businesses",349843,1
IND,Apps|Mobile|Transportation,320000,1
USA,"Analytics|Business Intelligence|Enterprise Software|Web Development",129000000,1
CAN,"Advertising|B2B|Health and Wellness|Sales and Marketing",100000,1
USA,"Hardware + Software|Television|Video",9019109,1
USA,"Artificial Intelligence|Finance|Venture Capital",1235000,1
USA,"Curated Web|Video",3200000,1
CAN,"Analytics|Enterprise Software|Internet of Things|M2M|Smart Grid",25700000,1
CAN,"Bitcoin|Cloud Management|Finance|FinTech",11000000,1
TUN,Finance|FinTech,3920000,1
TUR,"Automotive|Location Based Services|Mobile|Real Time|Software|Transportation|Travel",2000000,1
CHN,E-Commerce|Technology,44700000,1
KOR,Analytics,264993,1
JPN,Bitcoin|Internet|Payments,1916040,1
DEU,"Finance|Personal Finance",941049,1
BRA,Game,20265,1
USA,"Cloud Computing|Cloud Data Services|Enterprise Software|Storage",20825000,1
USA,Education|Tutoring|Video,20000,1
USA,"Bitcoin|Finance|Trading|Virtual Currency",175000,1
IDN,"Bitcoin|Finance Technology|Financial Exchanges|Financial Services",50000,1
USA,Bitcoin|E-Commerce,2300000,1
ROM,Software,7000000,1
USA,"Analytics|Big Data|Cloud Data Services|Development Platforms",209999,1
USA,"Real Time|Restaurants|Search",800000,1
NLD,Bitcoin,2000000,1
USA,"Consumer Electronics|Hardware + Software|Health and Wellness|Home Automation|Internet of Things|Quantified Self",1370000,1
USA,"Bitcoin|Data Centers|Hardware|Semiconductors",60000000,1
USA,"Cloud Security|Mobile",35000000,1
USA,"Bitcoin|Financial Services|Security",12000000,1
CAN,Internet,31711985,1
USA,"Content Delivery|Video on Demand|Video Streaming|Web Hosting",2500000,1
USA,"Cloud Computing|Identity|Identity Management|SaaS|Software",8900000,1
CAN,"Apps|Big Data|Computer Vision|Media|Mobile|Startups",910000,1
USA,"Analytics|Brand Marketing|Computers|Curated Web|Publishing|Sales and Marketing|Social Media|Software",31400000,1
USA,Android|iOS|Mobile,50000,1
USA,Bitcoin|E-Commerce|Payments,14500000,1
CHL,Internet,30000,1
USA,"Bitcoin|Finance|Mobile Payments|Payments",1921592,1
USA,Bitcoin|Finance,32510000,1
KEN,Bitcoin|Payments,1700000,1
GBR,Advertising|Auctions,1931647,1
USA,"Banking|Financial Services",9852473,1
USA,"Open Source|Software",1165824,1
CHL,"Analytics|Big Data|Fitness|Health and Wellness",40000,1
USA,Startups,420000,1
GBR,Bitcoin,10000000,1
USA,"3D|3D Technology|Android|Augmented Reality|Construction|Manufacturing|Virtual Worlds",665000,1
CAN,"Curated Web|Digital Media|Entertainment|Messaging",11000000,1
USA,Apps|Peer-to-Peer|Software,35750000,1
USA,"Bitcoin|Finance Technology|Security|Software",4900000,1
USA,"Bitcoin|Enterprise Software|Financial Services|Software",750000,1
USA,"Analytics|Big Data|Internet|SaaS",10000000,1
USA,Mobility|Software,6333407,1
USA,"Analytics|Health and Wellness|Health Care",2275000,1
BEL,"Online Shopping",1895233,1
BEL,"3D Technology|E-Commerce|E-Commerce Platforms|Fashion|IT Management|Mobile Commerce|Visualization",687565,1
ARG,Design|Designers|E-Commerce|Fashion,45000,1
USA,"Curated Web|News",20000,1
USA,"Chat|Cloud Computing|Collaboration|Enterprises|File Sharing|Project Management|Task Management|Video Conferencing",2000000,1
USA,"Enterprises|Enterprise Software",400000,1
USA,Fitness|SaaS|Software|Startups,870000,1
USA,"Business Services|Enterprise Software|Finance|FinTech|Local Businesses|Small and Medium Businesses",5100000,1
RUS,SaaS,25000,1
USA,"Messaging|Video|Video Streaming",345000,1
USA,Analytics|Finance|Startups,10548000,1
USA,"Contact Management|Social Media",250000,1
GBR,"Enterprise Software|SaaS",1300000,1
CAN,"Business Services",39355.5141,1
GBR,"Curated Web|Entrepreneur|Startups|Travel",40000,1
USA,"Business Services|CRM|Visualization",100000,1
USA,"Reputation|Reviews and Recommendations|Social Media",250000,1
JPN,"Human Resources|Services|Technology",2213123,1
USA,"Enterprises|Enterprise Software|SaaS|Software|Supply Chain Management",4151470,1
USA,"CRM|Internet|Lead Generation|Mobile|Software",100000,1
ISR,"Events|Location Based Services|Mobile|Networking|Social Media",4000000,1
IDN,Wholesale,2500000,1
USA,"Film Production|Media|Social Media",355000,1
USA,Retail|SaaS,1105000,1
USA,"Advertising|Analytics|Media|Publishing|Social Media Marketing",13001842,1
USA,"Advertising|Big Data Analytics|Curated Web|Digital Signage|Market Research|Media|Sales and Marketing",180000,1
FRA,"Collaborative Consumption|Peer-to-Peer|Transportation|Travel",336521944.3,1
RUS,"Online Dating",200000,1
KOR,"Social Media",75318,1
USA,"Open Source|Software|Software Compliance",75500000,1
IND,E-Commerce|Fashion|Internet|Lifestyle,40000,1
USA,"Internet Service Providers|Security",9500000,1
CAN,Energy,10500000,1
USA,"Electronics|Semiconductor Manufacturing Equipment|Semiconductors",28200000,1
CAN,Entertainment|Games|Software,360000,1
IND,"Entertainment|Games|Video Games",19889,1
GBR,"Enterprise Software|Mobile|Mobility|Online Scheduling",6246474,1
CAN,"Hardware + Software|Mobile|RIM|Wireless",1000000000,1
USA,"Cloud Computing|Enterprise Software|Human Resources|SaaS|Software|Weddings",1250000,1
USA,"Clean Energy|Design|Engineering Firms|Transportation",40000,1
CAN,"E-Commerce|Enterprise Software|Logistics|SaaS|Wine And Spirits",2623007,1
IDN,"Advertising|Apps|Brand Marketing|Creative|Design|Film|Internet|Mobile|Public Relations|Sales and Marketing|SEO|Services|Social Media|Technology|Video",2700000,1
CAN,Android|Automotive|Hardware|iOS|Mobile|Security,300000,1
DNK,Analytics,8406249,1
USA,"Cloud Computing|Storage|Web Hosting",10000000,1
GBR,"Service Industries",725301,1
USA,Cars|Crowdfunding,10000000,1
USA,"E-Commerce|Fashion|Mass Customization|Online Shopping|Shopping",1100000,1
USA,"Events|Social Media|Ticketing",250000,1
IRL,Games,1611610,1
GBR,"Automotive|Hardware|Hardware + Software|Manufacturing|Product Design|Recycling|Startups",500000,1
USA,"Biotechnology|Health Care|Health Care Information Technology",32936998,1
USA,"Computers|Developer Tools|Enterprise Software|Information Services|Information Technology|PaaS|SaaS|Software|Testing",7700000,1
USA,"Big Data Analytics",118000,1
USA,"Blogging Platforms|Publishing|Sports",40500000,1
USA,"Mobile|Mobile Advertising|Photo Sharing|Social Media",9000000,1
USA,"Healthcare Services|Health Diagnostics|Medical|Nanotechnology|Therapeutics",45801164,1
ARG,"Education|High Schools|Networking|Real Time",210000,1
ISR,"Financial Services",5000000,1
USA,"Coworking|Office Space|Real Estate|Shared Services",3000000,1
USA,Enterprises|Software,25000,1
ISL,"Apps|App Stores|Maps|Nightlife|Social Media",100000,1
NLD,News,3800000,1
ISR,"Match-Making|Online Dating|Social Network Media",10000,1
GBR,"Education|Software|Video Conferencing",2100000,1
USA,"Enterprise Software|Loyalty Programs|Mobile|NFC|Payments|Social Media",28000000,1
USA,"Content|Journalism|Location Based Services|Media|News|Photography|Product Development Services|Real Time|SaaS|Search|Video",1025000,1
GBR,Transportation,30000000,1
ESP,"Apps|Hotels|Internet|Mobile|Online Reservations|Travel",4400000,1
BRA,"Android|Colleges|iPhone|Messaging|Mobile|Networking|Private Social Networking|Proximity Internet|Social Media",50000,1
GBR,"Music|Video Streaming",6000000,1
USA,"Mobile|Reviews and Recommendations|Social Media",500000,1
USA,"Analytics|Big Data Analytics|Social Media|Social Television|Sports",900000,1
USA,Hardware|Lighting|Manufacturing,25000,1
USA,"Content|Media|Mobile|Social Media",100000,1
CHE,"Online Dating|Social Media",1000000,1
USA,"Advertising|Social Media Advertising",6600000,1
USA,"Advertising|Games|Television|Video|Video Streaming|Web Hosting",27300000,1
USA,"Advertising|Augmented Reality|Computer Vision|Education|Image Recognition|Mobile|Wearables",45000000,1
THA,"Consumer Goods|E-Commerce|Online Shopping",300000,1
GBR,"Advertising|App Marketing|Apps|Auctions|Location Based Services|Mobile|NFC|Tablets|Wireless",2341414,1
